,year,state,sl55,sl65,sl70,sl75,slnone,seatbelt,minage,zerotol,gdl,bac10,bac08,perse,totfat,nghtfat,wkndfat,totfatpvm,nghtfatpvm,wkndfatpvm,statepop,totfatrte,nghtfatrte,wkndfatrte,vehicmiles,unem,perc14_24,sl70plus,sbprim,sbsecon,d80,d81,d82,d83,d84,d85,d86,d87,d88,d89,d90,d91,d92,d93,d94,d95,d96,d97,d98,d99,d00,d01,d02,d03,d04,vehicmilespc
1007,1987,44,0.333,0.667,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,3260,1741,946,2.16,1.154,0.627,16621753,19.61,10.47,5.69,150.92593,8.4,16.5,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9080.025
1008,1988,44,0.0,1.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,3392,1851,1001,2.17,1.184,0.64,16666994,20.35,11.11,6.01,156.31335,7.3,16.1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9378.617
1009,1989,44,0.0,1.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,3370,1786,973,2.11,1.118,0.609,16806712,20.050001,10.629999,5.79,159.71564,6.7,15.800001,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9503.086
1010,1990,44,0.0,1.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,3250,1762,989,2.08,1.128,0.633,17044714,19.07,10.34,5.7999997,156.25,6.3,15.6,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9167.064
1011,1991,44,0.0,1.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,3078,1637,896,1.94,1.032,0.565,17398005,17.69,9.41,5.1499996,158.65979,6.7,15.299999,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9119.424
1012,1992,44,0.0,1.0,0.0,0.0,0.0,1,21.0,0.0,0.0,1.0,0.0,0.0,3059,1636,907,1.87,1.0,0.554,17759738,17.22,9.21,5.1099997,163.58289,7.7,15.099999,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9210.884
1013,1993,44,0.0,1.0,0.0,0.0,0.0,1,21.0,0.333,0.0,1.0,0.0,0.0,3043,1598,849,1.82,0.956,0.508,18161612,16.76,8.8,4.67,167.1978,7.2,15.000001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9206.11
1014,1994,44,0.0,1.0,0.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,0.0,3187,1677,936,1.79,0.942,0.526,18564062,17.17,9.03,5.04,178.0447,6.4,15.000001,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9590.826
1015,1995,44,0.0,0.917,0.083,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,3183,1649,920,1.76,0.912,0.509,18958751,16.79,8.7,4.8500004,180.85226,6.0,15.000001,0.083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9539.25
1016,1996,44,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,3742,1943,1004,2.0,1.038,0.537,19340342,19.349998,10.05,5.19,187.1,5.6,14.900001,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9674.08
1017,1997,44,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,3513,1703,875,1.77,0.858,0.441,19740317,17.8,8.63,4.43,198.47458,5.4,15.000001,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10054.274
1018,1998,44,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,0.0,1.0,0.0,1.0,3586,1765,966,1.74,0.856,0.469,20157531,17.79,8.76,4.79,206.09195,4.8,15.099999,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10224.067
1019,1999,44,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,0.0,0.667,0.333,1.0,3522,1696,910,1.67,0.804,0.431,20558220,17.130001,8.25,4.43,210.89821,4.6,15.2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10258.583
1020,2000,44,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,3779,1846,973,1.72,0.84,0.443,20851820,18.12,8.85,4.67,219.70929,4.2,15.299999,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10536.696
1021,2001,44,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,0.0,0.0,1.0,1.0,3736,1792,920,1.73,0.83,0.426,21370983,17.48,8.389999,4.3,215.95377,4.8,15.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10104.999
1022,2002,44,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,3823,1905,977,1.734,0.864,0.443,21736925,17.14,8.54,4.38,220.4142,6.3,15.5,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10140.082
1023,2003,44,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,3821,1883,1005,1.705,0.84,0.448,22118509,16.619999,8.190001,4.37,224.08537,6.8,15.6,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10131.124
1024,2004,44,0.0,0.0,1.0,0.0,0.0,1,21.0,1.0,1.0,0.0,1.0,1.0,3583,1773,877,1.55,0.767,0.379,22490000,15.93,7.88,3.8999999,231.1613,5.9,15.700001,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10278.403
1025,1980,45,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,334,152,63,3.1,1.411,0.585,1461037,22.86,10.4,4.31,10.774191,6.3,20.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7374.3447
1026,1981,45,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,364,158,77,3.392,1.472,0.717,1515462,21.989998,10.43,5.08,10.732,6.7,19.1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7081.669
1027,1982,45,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,295,130,73,2.7,1.19,0.668,1558312,18.93,8.34,4.68,10.92593,7.8,18.3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7011.3877
1028,1983,45,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.583,0.417,0.417,283,127,53,2.52,1.131,0.472,1594936,17.74,7.96,3.32,11.23016,9.2,17.6,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7041.1353
1029,1984,45,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,1.0,1.0,315,134,66,2.7,1.149,0.566,1622337,19.42,8.26,4.07,11.66667,6.5,17.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7191.274
1030,1985,45,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,1.0,1.0,303,115,46,2.52,0.956,0.383,1642904,18.44,7.0,2.8,12.023809,5.9,16.9,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7318.6313
1031,1986,45,1.0,0.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,1.0,1.0,313,132,53,2.56,1.08,0.433,1662836,18.82,7.9400005,3.19,12.22656,6.0,16.699999,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7352.8354
1032,1987,45,0.333,0.667,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,1.0,1.0,297,125,70,2.34,0.985,0.552,1678110,17.7,7.45,4.17,12.692309,6.4,16.5,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7563.4546
1033,1988,45,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,1.0,1.0,297,124,68,2.24,0.935,0.513,1689365,17.58,7.34,4.0299997,13.258929,4.9,16.4,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7848.469
1034,1989,45,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,1.0,1.0,303,125,78,2.18,0.899,0.561,1705862,17.76,7.33,4.5699997,13.89908,4.6,16.599998,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8147.834
1035,1990,45,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,1.0,1.0,272,92,46,1.86,0.629,0.315,1729722,15.73,5.32,2.66,14.62366,4.3,17.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8454.342
1036,1991,45,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,0.0,1.0,1.0,271,100,47,1.76,0.649,0.305,1779780,15.23,5.62,2.6399999,15.397731,5.0,17.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8651.48
1037,1992,45,0.0,1.0,0.0,0.0,0.0,2,21.0,0.5,0.0,0.0,1.0,1.0,269,104,57,1.65,0.638,0.35,1836799,14.650001,5.66,3.1,16.30303,5.0,17.6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8875.783
1038,1993,45,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,303,116,50,1.78,0.681,0.294,1898404,15.959999,6.11,2.63,17.02247,3.9,18.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8966.728
1039,1994,45,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,343,147,77,1.9,0.814,0.427,1960446,17.5,7.5,3.93,18.052631,3.7,18.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9208.431
1040,1995,45,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,325,117,56,1.73,0.623,0.298,2014177,16.14,5.8099995,2.78,18.78613,3.6,19.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9326.951
1041,1996,45,0.0,0.333,0.0,0.667,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,321,125,59,1.64,0.639,0.301,2067976,15.52,6.04,2.85,19.57317,3.5,19.300001,0.667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9464.893
1042,1997,45,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,366,134,49,1.79,0.655,0.24,2119784,17.27,6.32,2.31,20.44693,3.1,19.6,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9645.761
1043,1998,45,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,350,125,53,1.65,0.589,0.25,2165960,16.16,5.7700005,2.45,21.21212,3.8,19.8,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9793.403
1044,1999,45,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,0.5,0.0,1.0,1.0,360,131,59,1.63,0.593,0.267,2203482,16.34,5.9500003,2.68,22.08589,3.7,19.9,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10023.178
1045,2000,45,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,373,141,84,1.65,0.624,0.372,2233169,16.699999,6.31,3.7599998,22.60606,3.3,19.6,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10122.861
1046,2001,45,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,291,104,53,1.24,0.443,0.226,2278712,12.7699995,4.56,2.33,23.467741,4.4,19.400002,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10298.687
1047,2002,45,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,328,129,62,1.34,0.527,0.253,2318789,14.15,5.56,2.6699998,24.47761,6.1,19.2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10556.204
1048,2003,45,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,309,87,45,1.29,0.363,0.188,2351467,13.14,3.7,1.91,23.95349,5.6,19.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10186.615
1049,2004,45,0.0,0.0,0.0,1.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,296,110,54,1.2,0.446,0.219,2389000,12.389999,4.6,2.26,24.66667,5.0,18.9,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10325.103
1050,1980,46,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,137,74,36,3.7,1.999,0.972,511456,26.789999,14.47,7.04,3.7027,6.4,19.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7239.528
1051,1981,46,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,114,67,33,2.973,1.747,0.86,515603,22.369999,12.99,6.3999996,3.835,5.7,19.300001,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7437.893
1052,1982,46,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,107,51,26,2.7,1.287,0.656,519106,20.61,9.82,5.0099998,3.96296,6.9,19.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7634.202
1053,1983,46,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,94,41,30,2.26,0.986,0.721,523308,17.96,7.83,5.73,4.15929,6.9,18.6,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7948.0723
1054,1984,46,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,114,58,31,2.6,1.323,0.707,526658,21.65,11.009999,5.89,4.38462,5.2,18.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8325.365
1055,1985,46,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,1.0,0.0,0.0,115,49,34,2.45,1.044,0.724,530029,21.7,9.24,6.41,4.69388,4.8,17.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8855.893
1056,1986,46,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,1.0,0.0,0.0,109,49,24,2.28,1.025,0.502,534056,20.41,9.18,4.49,4.7807,4.7,16.9,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8951.684
1057,1987,46,0.292,0.708,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,119,58,36,2.36,1.15,0.714,540273,22.03,10.74,6.66,5.0423703,3.6,16.4,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9333.005
1058,1988,46,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,129,59,37,2.32,1.061,0.665,549768,23.46,10.73,6.7299995,5.56034,2.8,15.9,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10113.975
1059,1989,46,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.083,116,44,23,2.01,0.762,0.399,557699,20.8,7.89,4.12,5.77114,3.7,15.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10348.127
1060,1990,46,0.0,1.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,1.0,90,46,24,1.54,0.787,0.411,564526,15.94,8.15,4.25,5.84416,5.0,15.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10352.331
1061,1991,46,0.0,1.0,0.0,0.0,0.0,2,21.0,0.5,0.0,0.5,0.5,1.0,110,51,25,1.87,0.867,0.425,568606,19.349998,8.97,4.4,5.88235,6.4,14.8,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10345.213
1062,1992,46,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,96,40,23,1.59,0.663,0.381,572751,16.76,6.98,4.02,6.03774,6.7,14.599999,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10541.649
1063,1993,46,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,110,48,26,1.84,0.803,0.435,577748,19.04,8.309999,4.5,5.9782596,5.5,14.200001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10347.521
1064,1994,46,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,77,35,18,1.25,0.568,0.292,583836,13.190001,5.99,3.08,6.16,4.7,13.9,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10550.908
1065,1995,46,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,106,43,22,1.71,0.694,0.355,589002,18.0,7.3,3.7400002,6.19883,4.2,13.500001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10524.293
1066,1996,46,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,88,36,17,1.38,0.565,0.267,593701,14.82,6.06,2.8600001,6.37681,4.6,13.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10740.776
1067,1997,46,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,96,37,21,1.48,0.57,0.324,597239,16.07,6.2,3.52,6.4864902,4.0,13.099999,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10860.795
1068,1998,46,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,104,49,23,1.58,0.744,0.349,600416,17.32,8.16,3.83,6.5822797,3.4,13.3,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10962.865
1069,1999,46,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.0,0.0,1.0,1.0,90,38,20,1.31,0.553,0.291,604683,14.88,6.28,3.31,6.87023,3.0,13.400001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11361.705
1070,2000,46,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,0.5,0.0,1.0,1.0,76,35,18,1.12,0.516,0.265,608827,12.4800005,5.75,2.96,6.78571,2.9,13.6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11145.547
1071,2001,46,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,92,39,23,0.96,0.407,0.24,612978,15.01,6.3599997,3.75,9.58333,3.6,13.799999,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15634.052
1072,2002,46,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,78,26,11,0.81,0.27,0.114,616408,12.65,4.22,1.78,9.62963,3.7,14.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15622.169
1073,2003,46,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,69,28,10,0.83,0.337,0.12,619107,11.15,4.52,1.62,8.31325,4.6,14.1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13427.807
1074,2004,46,0.0,1.0,0.0,0.0,0.0,2,21.0,1.0,1.0,0.0,1.0,1.0,98,37,17,1.25,0.472,0.217,621000,15.78,5.96,2.7399998,7.84,3.6,14.200001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12624.799
1075,1980,47,1.0,0.0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,0.0,1045,549,313,2.7,1.418,0.809,5346818,19.54,10.2699995,5.85,38.7037,5.0,19.400002,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7238.642
1076,1981,47,1.0,0.0,0.0,0.0,0.0,0,18.5,0.0,0.0,0.0,0.0,0.0,1011,516,276,2.631,1.343,0.718,5444087,19.46,9.4800005,5.07,38.432,6.1,19.2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7059.402
1077,1982,47,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,881,452,242,2.13,1.093,0.585,5492757,16.039999,8.2300005,4.4100003,41.3615,7.7,18.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7530.189
1078,1983,47,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0.0,901,429,251,2.13,1.014,0.593,5564665,16.189999,7.71,4.51,42.30047,6.1,18.3,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7601.62
1079,1984,47,1.0,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.5,0.0,0.0,1013,538,290,2.28,1.211,0.653,5643868,17.949999,9.53,5.14,44.42982,5.0,17.9,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7872.2285
1080,1985,47,1.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,1.0,0.0,0.0,976,468,266,2.04,0.978,0.556,5715167,17.08,8.190001,4.65,47.84314,5.6,17.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8371.259
1081,1986,47,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,1126,567,319,2.18,1.098,0.618,5811700,19.37,9.76,5.4900002,51.65138,5.0,17.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8887.482
1082,1987,47,1.0,0.0,0.0,0.0,0.0,0,21.0,0.0,0.0,1.0,0.0,0.0,1021,484,257,1.86,0.882,0.468,5932277,17.21,8.16,4.33,54.892467,4.2,17.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9253.1875
1083,1988,47,0.5,0.5,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,1072,495,277,1.87,0.863,0.483,6036926,17.76,8.2,4.59,57.3262,3.9,16.5,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9495.925
1084,1989,47,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,1004,468,276,1.69,0.788,0.465,6120237,16.4,7.6499996,4.51,59.40828,3.9,15.9,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706.859
1085,1990,47,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,1079,512,300,1.79,0.849,0.498,6213526,17.369999,8.24,4.83,60.279327,4.3,15.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9701.308
1086,1991,47,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,948,442,233,1.55,0.723,0.381,6301217,15.039999,7.0099998,3.7,61.16129,5.9,15.000001,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9706.266
1087,1992,47,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,839,365,190,1.32,0.574,0.299,6414307,13.08,5.69,2.96,63.560608,6.4,14.599999,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9909.193
1088,1993,47,0.0,1.0,0.0,0.0,0.0,2,21.0,0.0,0.0,1.0,0.0,0.0,879,390,203,1.34,0.595,0.309,6509630,13.5,5.99,3.1200001,65.59701,5.1,14.4,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10076.918
1089,1994,47,0.0,1.0,0.0,0.0,0.0,2,21.0,0.75,0.0,0.5,0.5,0.0,930,433,225,1.38,0.643,0.334,6593139,14.110001,6.57,3.4099998,67.3913,4.9,14.1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10221.428
